No,Name,Types,LULC,Locality,X,Y,State,District,Year,Source,Evolution of Landslide,Landslide Activity,Soil Texture,Erosion Type,Predominants Soil Constituents,Lithology,Type of Movement,Weathering Grade,Height_m,Width_m,Length_m,Date,Time,Morphology,Vegetation Density,Vegetation Type,Soil Type,Geodynamic Features,Degree of Development,Site Condition,State of Wetness,Source of Water,Area Drainage,Structures at Risk,Corrective Measures,Probable Cause of Landslide
228,Placemark 6,Landslides,Forest,Roadside,762551.915,493935.2056,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Silt",Granite,Translational,VI,13.4,9.4,17.1,05/07/2022,16:16:59,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Under construction,Moist,"Rain, Water seeps",Well drained,Roads,"Stone pitch wall, Plastic sheet cover","Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
229,Placemark 60,Landslides,Urban,Development Area,763979.8149,488272.1112,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Dormant,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,0,0,0,08/07/2022,19:31:49,Concave,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",Well drained,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
230,Placemark 61,Landslides,Forest,Forest Area,764915.3731,491315.1965,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,V,19.6,11.9,23.1,12/07/2022,12:44:11,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Offroads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
231,Placemark 62,Landslides,Urban,Off Road,765408.2208,492024.8256,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,4.9,3.8,6.8,12/07/2022,13:09:06,Convex,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
232,Placemark 64,Landslides,Urban,Development Area,765495.0605,492099.4121,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,12/07/2022,13:16:02,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,None,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
233,Placemark 66,Landslides,Urban,Roadside,764417.7035,488213.6932,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,9.2,6.7,13.6,12/07/2022,13:40:43,Concave,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",Well drained,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
234,Placemark 66,Landslides,Urban,Roadside,764528.7633,488107.0828,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,V,10.5,8,15.6,12/07/2022,13:49:48,Convex,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",Well drained,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
235,Placemark 69,Landslides,Agriculture,Roadside,764600.9995,487873.5392,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,9.3,7.3,14.3,12/07/2022,14:34:49,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",Well drained,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
236,Placemark 7,Landslides,Urban,Roadside,762518.6319,493750.7673,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,8.6,9.6,8.7,05/07/2022,16:41:31,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Under construction,Dry,"Rain, Water seeps",Moderately drained,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
237,Placemark 70,Landslides,Urban,Roadside,764640.6338,487821.6431,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,V,8.5,7.3,11.3,12/07/2022,14:41:08,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
238,Placemark 72,Landslides,Urban,Residential Area,764707.8188,487797.1102,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Sandy loam,Rill,"Sand, Clay",Granite,Translational,V,23,24.6,33.7,12/07/2022,14:47:59,Convex,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",Well drained,Residential,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
239,Placemark 74,Landslides,Forest,Roadside,763838.7986,489153.7283,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Sandy clay,Sheet,"Sand, Clay",Granite,Translational,VI,13.2,9.3,16.2,12/07/2022,15:41:26,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",Well drained,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
240,Placemark 76,Landslides,Agriculture,Agricultural Area,763043.7559,489145.0329,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Sandy loam,Rill,"Sand, Clay",Granite,Translational,VI,13.8,16,21.2,12/07/2022,15:53:13,Concave,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
241,Placemark 77,Landslides,Urban,Roadside,763022.1165,489124.1584,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,V,57.1,66.9,88,12/07/2022,16:11:25,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",Well drained,Roads,Gabion wall,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
242,Placemark 79,Landslides,Agriculture,Agricultural Area,763538.5729,489402.2576,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,0,0,0,12/07/2022,16:30:05,Convex,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
243,Placemark 8,Landslides,Urban,Roadside,762518.1435,493749.6395,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,1.3,6,2.7,05/07/2022,16:47:22,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Under construction,Dry,"Rain, Water seeps",None,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
244,Placemark 81,Landslides,Urban,Roadside,763725.9064,489282.5028,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,17.2,13.7,22.1,12/07/2022,16:50:20,Convex,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
245,Placemark 83,Landslides,Forest,Close to the River,765706.8197,488786.6255,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,0,0,0,12/07/2022,17:24:54,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",Well drained,None,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
246,Placemark 85,Landslides,Agriculture,Agricultural Area,766365.1368,488724.157,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Rill,"Clay, Sand",Granite,Translational,VI,0,0,0,12/07/2022,17:42:57,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Residential,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
247,Placemark 86,Landslides,Urban,Residential Area,765591.7965,488645.8171,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Suspended,Sandy clay,Rill,"Sand, Clay",Granite,Translational,VI,27.4,21.8,21.9,12/07/2022,17:58:12,Convex,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Development,Dry,"Rain, Water seeps",Well drained,Roads,Plastic sheet cover,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
248,Placemark 9,Landslides,Forest,Roadside,762424.3846,493379.7909,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Clay loam,Sheet,"Clay, Sand",Granite,Translational,V,7.5,17,10.2,05/07/2022,17:07:26,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Roads,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
249,Placemark 90,Landslides,Urban,Roadside,765332.684,490921.1792,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Stabilised,Clay loam,Rill,"Clay, Sand",Granite,Translational,V,16.8,16.4,23.5,12/07/2022,18:53:34,Concave,Moderate,Forest,Residual,"Failures scarp, Erosion",Advance,Under construction,Dry,"Rain, Water seeps",None,Roads,"Soil nail, Shortcrete, Gunite","Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
250,Placemark 91,Landslides,Forest,Next to Agricultural Area,766983.236,488457.4733,Pahang,Cameron Highlands,2022,Field Work (2022),Young-dormant landslide,Dormant,Sandy loam,Rill,"Sand, Clay",Granite,Translational,V,15.2,9.3,17.9,13/07/2022,14:53:43,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Intermediate,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
251,Placemark 94,Landslides,Forest,Forest Area,769313.9261,487766.0206,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,13/07/2022,15:41:02,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
252,Placemark 96,Landslides,Agriculture,Agricultural Area,770088.9753,488080.8974,Pahang,Cameron Highlands,2022,Field Work (2022),New landslide,Suspended,Unknown,Rill,None,Granite,Translational,VI,0,0,0,13/07/2022,15:50:42,Convex,Dense,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
253,Placemark 98,Landslides,Urban,Development Area,770742.1407,487657.2955,Pahang,Cameron Highlands,2022,Field Work (2022),Mature-dormant landslide,Dormant,Unknown,Rill,None,Granite,Translational,VI,0,0,0,13/07/2022,15:59:55,Convex,Sparse,Forest,Residual,"Failures scarp, Erosion",Advance,Natural,Dry,"Rain, Water seeps",None,Commercial,None,"Steepness of slope, Intense weathering, Human activity, Vibration from the vehicle, Low shear strength, Load at head, Rainfall"
